Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp,category
SUM_CoV-FISH-01C_R1_10h_RDV_00011.tif:0044-0943-1791,gRNA,10,RDV,102755.94303152496,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00011.tif:0044-1299-1841,gRNA,10,RDV,151050.4666015222,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00011.tif:0044-0721-1925,ORFN,10,RDV,259877,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00011.tif:0044-0943-1791,ORFN,10,RDV,457316,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00011.tif:0044-1299-1841,ORFN,10,RDV,683032,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00012.tif:0056-1638-0652,gRNA,10,RDV,78855.2071581176,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00012.tif:0056-1308-0928,gRNA,10,RDV,134899.04822029284,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00012.tif:0056-1638-0652,ORFN,10,RDV,397573,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00012.tif:0056-1308-0928,ORFN,10,RDV,699445,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00015.tif:0060-1929-0243,gRNA,10,RDV,70614.25877630762,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00015.tif:0060-0484-1170,gRNA,10,RDV,188227.0854253005,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00015.tif:0060-1929-0243,ORFN,10,RDV,474059,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00015.tif:0060-0484-1170,ORFN,10,RDV,833581,0,0,0,R4,High
SUM_CoV-FISH-01C_R1_10h_RDV_00016.tif:0044-1278-1123,gRNA,10,RDV,234105.56334733218,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00016.tif:0044-0975-1522,gRNA,10,RDV,203091.01172728266,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00016.tif:0044-1278-1123,ORFN,10,RDV,1157539,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00016.tif:0044-0975-1522,ORFN,10,RDV,828793,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00018.tif:0056-0997-1228,gRNA,10,RDV,152140.10874326143,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00018.tif:0056-1551-1801,gRNA,10,RDV,176152.29981974643,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00018.tif:0056-1873-0931,gRNA,10,RDV,132656.6225124741,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00018.tif:0056-0997-1228,ORFN,10,RDV,675252,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00018.tif:0056-1551-1801,ORFN,10,RDV,893975,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00018.tif:0056-1873-0931,ORFN,10,RDV,693524,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00019.tif:0040-1777-1967,gRNA,10,RDV,37185.07629806458,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00019.tif:0040-1777-1967,ORFN,10,RDV,192006,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00020.tif:0052-0396-1570,gRNA,10,RDV,158801.5856539322,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R1_10h_RDV_00020.tif:0052-0396-1570,ORFN,10,RDV,875109,0,0,0,R4,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00001.tif:0048-1752-1571,ORFN,10,Untreated,9169114,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00001.tif:0048-1230-0843,ORFN,10,Untreated,2087991,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00001.tif:0048-1450-1254,ORFN,10,Untreated,1195864,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00001.tif:0048-1752-1571,gRNA,10,Untreated,3020255.178612974,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00001.tif:0048-1230-0843,gRNA,10,Untreated,960930.4004548634,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00001.tif:0048-1450-1254,gRNA,10,Untreated,423986.01681849477,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1099-0610,ORFN,10,Untreated,8171678,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1268-1100,ORFN,10,Untreated,2878110,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1448-1127,ORFN,10,Untreated,2587150,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1594-1442,ORFN,10,Untreated,2107209,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1804-1588,ORFN,10,Untreated,6275568,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-0474-1865,ORFN,10,Untreated,2621275,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1099-0610,gRNA,10,Untreated,2734901.326956854,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1268-1100,gRNA,10,Untreated,1206466.8346818294,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1448-1127,gRNA,10,Untreated,987024.8902575059,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1594-1442,gRNA,10,Untreated,802399.0703907469,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-1804-1588,gRNA,10,Untreated,2033607.4508909967,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00002.tif:0064-0474-1865,gRNA,10,Untreated,803998.5855442297,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-1601-0924,ORFN,10,Untreated,5232138,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0423-1629,ORFN,10,Untreated,3439563,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0769-0575,ORFN,10,Untreated,5962013,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0452-0779,ORFN,10,Untreated,7159682,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0249-0171,ORFN,10,Untreated,926895,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-1601-0924,gRNA,10,Untreated,2088594.8882296633,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0423-1629,gRNA,10,Untreated,809113.1300724449,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0769-0575,gRNA,10,Untreated,2039537.3491058126,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0452-0779,gRNA,10,Untreated,3444050.0287356433,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00003.tif:0059-0249-0171,gRNA,10,Untreated,399840.1319572417,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-1773-0366,ORFN,10,Untreated,6348131,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-1389-1842,ORFN,10,Untreated,3145606,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-1116-1288,ORFN,10,Untreated,2343925,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-0470-1864,ORFN,10,Untreated,1165168,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-0569-0742,ORFN,10,Untreated,6200128,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-0592-0341,ORFN,10,Untreated,3077934,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-1773-0366,gRNA,10,Untreated,2122967.1340009803,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-1389-1842,gRNA,10,Untreated,1185430.5493989005,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-1116-1288,gRNA,10,Untreated,761289.0521980833,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-0470-1864,gRNA,10,Untreated,278443.5179155357,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-0569-0742,gRNA,10,Untreated,2721278.4925042163,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00004.tif:0052-0592-0341,gRNA,10,Untreated,1046811.3553057031,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1482-1371,ORFN,10,Untreated,2463487,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1761-1729,ORFN,10,Untreated,5512796,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-0575-0849,ORFN,10,Untreated,5897212,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1027-1629,ORFN,10,Untreated,2983419,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1388-0105,ORFN,10,Untreated,1236606,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1482-1371,gRNA,10,Untreated,2382967.858488829,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1761-1729,gRNA,10,Untreated,1926387.6995376896,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-0575-0849,gRNA,10,Untreated,2527592.1369232717,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1027-1629,gRNA,10,Untreated,822893.8256569077,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00005.tif:0040-1388-0105,gRNA,10,Untreated,590509.1291257287,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-0126-1608,ORFN,10,Untreated,4019775,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-0527-0689,ORFN,10,Untreated,5539233,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1182-0407,ORFN,10,Untreated,8520918,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1406-0742,ORFN,10,Untreated,2204900,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1360-0816,ORFN,10,Untreated,1637394,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1322-1012,ORFN,10,Untreated,3908139,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1574-0994,ORFN,10,Untreated,2713050,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-0126-1608,gRNA,10,Untreated,1305837.3671993325,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-0527-0689,gRNA,10,Untreated,4490747.410160704,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1182-0407,gRNA,10,Untreated,3217591.6121995207,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1406-0742,gRNA,10,Untreated,2840259.1053582993,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1360-0816,gRNA,10,Untreated,1636347.403698818,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1322-1012,gRNA,10,Untreated,1708462.9159944358,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00006.tif:0056-1574-0994,gRNA,10,Untreated,983474.469404776,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-1727-0870,ORFN,10,Untreated,13841161,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-1949-1003,ORFN,10,Untreated,3748872,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-1124-1305,ORFN,10,Untreated,15183771,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0937-1695,ORFN,10,Untreated,16825034,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0537-1164,ORFN,10,Untreated,4485099,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0213-0255,ORFN,10,Untreated,3755423,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0237-0491,ORFN,10,Untreated,762257,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-1727-0870,gRNA,10,Untreated,6252472.489832214,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-1949-1003,gRNA,10,Untreated,1779158.01840081,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-1124-1305,gRNA,10,Untreated,6034266.074539987,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0937-1695,gRNA,10,Untreated,3944249.9993364927,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0537-1164,gRNA,10,Untreated,1904199.5215606042,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0213-0255,gRNA,10,Untreated,759222.3007816556,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00007.tif:0052-0237-0491,gRNA,10,Untreated,301712.16263200674,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-0732-0678,ORFN,10,Untreated,8038551,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-0468-1554,ORFN,10,Untreated,12029271,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-0154-1629,ORFN,10,Untreated,1493403,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1578-0382,ORFN,10,Untreated,3456512,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1154-0089,ORFN,10,Untreated,1160963,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1988-0754,ORFN,10,Untreated,1365835,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1916-0913,ORFN,10,Untreated,1448015,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1972-1183,ORFN,10,Untreated,778948,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-0732-0678,gRNA,10,Untreated,3856093.36944055,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-0468-1554,gRNA,10,Untreated,3152608.2836470697,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-0154-1629,gRNA,10,Untreated,518816.6529749764,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1578-0382,gRNA,10,Untreated,709662.7494853514,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1154-0089,gRNA,10,Untreated,318032.3633824262,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1988-0754,gRNA,10,Untreated,468383.9094413718,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1916-0913,gRNA,10,Untreated,532347.3097548125,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00008.tif:0052-1972-1183,gRNA,10,Untreated,351267.69345111545,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0064-1666-0319,ORFN,10,Untreated,2151155,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0064-1779-1456,ORFN,10,Untreated,3877267,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0108-1497-1412,ORFN,10,Untreated,1262498,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0108-1429-1594,ORFN,10,Untreated,2358853,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-1345-0322,ORFN,10,Untreated,10768143,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0808-1286,ORFN,10,Untreated,7089432,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0590-1221,ORFN,10,Untreated,3928798,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0554-0961,ORFN,10,Untreated,2833269,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0346-1858,ORFN,10,Untreated,6187643,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0064-1666-0319,gRNA,10,Untreated,839142.2891184709,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0064-1779-1456,gRNA,10,Untreated,865453.3608109422,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0108-1497-1412,gRNA,10,Untreated,438039.545677151,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0108-1429-1594,gRNA,10,Untreated,927046.6703752798,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-1345-0322,gRNA,10,Untreated,6391619.530047884,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0808-1286,gRNA,10,Untreated,2064579.2206739325,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0590-1221,gRNA,10,Untreated,1676452.9874230507,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0554-0961,gRNA,10,Untreated,1055770.709427342,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00009.tif:0072-0346-1858,gRNA,10,Untreated,1380881.1992709015,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-0507-0267,ORFN,10,Untreated,2445378,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-0822-0914,ORFN,10,Untreated,4290290,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-1417-1627,ORFN,10,Untreated,7417914,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-1425-0374,ORFN,10,Untreated,5703776,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-0507-0267,gRNA,10,Untreated,882325.504649531,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-0822-0914,gRNA,10,Untreated,1445892.6703973175,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-1417-1627,gRNA,10,Untreated,2361928.016179992,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00010.tif:0064-1425-0374,gRNA,10,Untreated,2218156.809565482,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00011.tif:0028-0840-1781,ORFN,10,Untreated,5322056,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00011.tif:0028-0840-1781,gRNA,10,Untreated,2058026.2043228166,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0047-1332-0322,ORFN,10,Untreated,1449558,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0047-0703-1663,ORFN,10,Untreated,11571323,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-1185-1561,ORFN,10,Untreated,1239541,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-1519-1724,ORFN,10,Untreated,1993031,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-0525-0593,ORFN,10,Untreated,5785838,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-0293-0678,ORFN,10,Untreated,6244869,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0047-1332-0322,gRNA,10,Untreated,521771.1368328271,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0047-0703-1663,gRNA,10,Untreated,4351523.721339186,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-1185-1561,gRNA,10,Untreated,214973.8214149371,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-1519-1724,gRNA,10,Untreated,690515.1799754901,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-0525-0593,gRNA,10,Untreated,1512648.6008340314,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00012.tif:0059-0293-0678,gRNA,10,Untreated,1670036.2320419888,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-1563-0854,ORFN,10,Untreated,9325766,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-1739-1144,ORFN,10,Untreated,10553606,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0800-1278,ORFN,10,Untreated,6318411,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0210-1280,ORFN,10,Untreated,797392,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0463-0741,ORFN,10,Untreated,5656089,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0703-0756,ORFN,10,Untreated,5202696,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0099-0905-0652,ORFN,10,Untreated,3606313,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-1563-0854,gRNA,10,Untreated,3895692.181026134,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-1739-1144,gRNA,10,Untreated,3832254.0688373893,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0800-1278,gRNA,10,Untreated,1848212.5351730215,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0210-1280,gRNA,10,Untreated,283300.41947213875,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0463-0741,gRNA,10,Untreated,2141690.650306455,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0067-0703-0756,gRNA,10,Untreated,2446924.9916613842,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00013.tif:0099-0905-0652,gRNA,10,Untreated,1518648.0876970475,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-1589-1555,ORFN,10,Untreated,1430449,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-1868-1378,ORFN,10,Untreated,1000922,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-1426-0490,ORFN,10,Untreated,3075930,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-0635-1445,ORFN,10,Untreated,7890669,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-0242-1873,ORFN,10,Untreated,3949898,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-1589-1555,gRNA,10,Untreated,271775.7341006117,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-1868-1378,gRNA,10,Untreated,355277.77229728183,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-1426-0490,gRNA,10,Untreated,1201422.5563305588,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-0635-1445,gRNA,10,Untreated,3148399.7734688683,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00014.tif:0051-0242-1873,gRNA,10,Untreated,764170.7205137056,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1767-1015,ORFN,10,Untreated,1304695,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1378-0876,ORFN,10,Untreated,1964930,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1151-1380,ORFN,10,Untreated,2978919,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1126-1711,ORFN,10,Untreated,1088787,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-0827-1908,ORFN,10,Untreated,612998,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1445-0492,ORFN,10,Untreated,1050557,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-0765-0476,ORFN,10,Untreated,911179,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-0405-0651,ORFN,10,Untreated,1887774,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0091-0470-1006,ORFN,10,Untreated,1469644,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1767-1015,gRNA,10,Untreated,269485.42082835163,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1378-0876,gRNA,10,Untreated,1002007.1765765905,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1151-1380,gRNA,10,Untreated,1227009.871737116,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1126-1711,gRNA,10,Untreated,353631.4637315698,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-0827-1908,gRNA,10,Untreated,153283.8949445851,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-1445-0492,gRNA,10,Untreated,296974.1564383384,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-0765-0476,gRNA,10,Untreated,288534.9729130344,0,0,0,R5,Mid
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0055-0405-0651,gRNA,10,Untreated,769517.4026625843,0,0,0,R5,High
SUM_CoV-FISH-01C_R2_10h_INF_00015.tif:0091-0470-1006,gRNA,10,Untreated,345683.6581301779,0,0,0,R5,Mid
