Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_18.npz,ORFN,8,RDV,2782,136,16,165.375,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_19.npz,ORFN,8,RDV,1466,63,7,200.42857142857142,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_2.npz,ORFN,8,RDV,230,13,1,217,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_20.npz,ORFN,8,RDV,729,30,3,233,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_21.npz,ORFN,8,RDV,12,12,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_3.npz,ORFN,8,RDV,45,45,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_4.npz,ORFN,8,RDV,729,14,3,238.33333333333334,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_5.npz,ORFN,8,RDV,264,18,1,246,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_6.npz,ORFN,8,RDV,625,86,5,107.8,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_7.npz,ORFN,8,RDV,1081,47,5,206.8,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_8.npz,ORFN,8,RDV,15,15,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00017__results_cell_9.npz,ORFN,8,RDV,179,25,1,154,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_0.npz,gRNA,8,RDV,177,12,3,55,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_1.npz,gRNA,8,RDV,8,8,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_10.npz,gRNA,8,RDV,103,27,2,38,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_11.npz,gRNA,8,RDV,291,55,3,78.66666666666667,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_12.npz,gRNA,8,RDV,475,53,6,70.33333333333333,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_13.npz,gRNA,8,RDV,368,76,6,48.666666666666664,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_14.npz,gRNA,8,RDV,201,48,5,30.6,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_15.npz,gRNA,8,RDV,34,32,1,2,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_16.npz,gRNA,8,RDV,78,10,1,68,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_17.npz,gRNA,8,RDV,67,20,1,47,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_18.npz,gRNA,8,RDV,78,37,2,20.5,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_19.npz,gRNA,8,RDV,438,97,7,48.714285714285715,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_2.npz,gRNA,8,RDV,231,26,3,68.33333333333333,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_20.npz,gRNA,8,RDV,42,28,1,14,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_21.npz,gRNA,8,RDV,252,53,5,39.8,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_22.npz,gRNA,8,RDV,75,5,1,70,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_3.npz,gRNA,8,RDV,14,14,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_4.npz,gRNA,8,RDV,379,65,6,52.333333333333336,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_5.npz,gRNA,8,RDV,31,7,1,24,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_6.npz,gRNA,8,RDV,329,86,8,30.375,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_7.npz,gRNA,8,RDV,4,4,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_8.npz,gRNA,8,RDV,242,80,3,54,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_9.npz,gRNA,8,RDV,193,109,2,42,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_0.npz,ORFN,8,RDV,351,54,6,49.5,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_1.npz,ORFN,8,RDV,105,13,1,92,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_10.npz,ORFN,8,RDV,638,64,10,57.4,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_11.npz,ORFN,8,RDV,369,43,5,65.2,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_12.npz,ORFN,8,RDV,506,49,7,65.28571428571429,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_13.npz,ORFN,8,RDV,422,42,6,63.333333333333336,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_14.npz,ORFN,8,RDV,318,33,4,71.25,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_15.npz,ORFN,8,RDV,107,18,1,89,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_16.npz,ORFN,8,RDV,11,11,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_17.npz,ORFN,8,RDV,113,16,1,97,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_18.npz,ORFN,8,RDV,120,30,2,45,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_19.npz,ORFN,8,RDV,535,190,6,57.5,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_2.npz,ORFN,8,RDV,930,277,12,54.416666666666664,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_20.npz,ORFN,8,RDV,165,34,2,65.5,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_21.npz,ORFN,8,RDV,444,23,4,105.25,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_22.npz,ORFN,8,RDV,23,18,1,5,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_3.npz,ORFN,8,RDV,3,3,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_4.npz,ORFN,8,RDV,228,71,4,39.25,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_5.npz,ORFN,8,RDV,14,14,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_6.npz,ORFN,8,RDV,59,30,1,29,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_7.npz,ORFN,8,RDV,61,19,1,42,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_8.npz,ORFN,8,RDV,249,25,4,56,R4
CoV-FISH-01C_R1_08h_RDV_00018__results_cell_9.npz,ORFN,8,RDV,323,63,4,65,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_0.npz,gRNA,8,RDV,0,0,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_1.npz,gRNA,8,RDV,0,0,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_10.npz,gRNA,8,RDV,15,15,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_11.npz,gRNA,8,RDV,160,27,2,66.5,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_12.npz,gRNA,8,RDV,212,24,4,47,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_13.npz,gRNA,8,RDV,38,37,1,1,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_14.npz,gRNA,8,RDV,250,41,4,52.25,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_15.npz,gRNA,8,RDV,241,31,3,70,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_16.npz,gRNA,8,RDV,186,55,3,43.666666666666664,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_17.npz,gRNA,8,RDV,88,21,1,67,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_18.npz,gRNA,8,RDV,255,28,4,56.75,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_19.npz,gRNA,8,RDV,47,18,1,29,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_2.npz,gRNA,8,RDV,1,1,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_20.npz,gRNA,8,RDV,78,18,1,60,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_21.npz,gRNA,8,RDV,231,37,4,48.5,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_22.npz,gRNA,8,RDV,3,3,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_23.npz,gRNA,8,RDV,1,1,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_24.npz,gRNA,8,RDV,65,13,1,52,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_25.npz,gRNA,8,RDV,70,8,1,62,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_26.npz,gRNA,8,RDV,103,27,1,76,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_27.npz,gRNA,8,RDV,3,3,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_28.npz,gRNA,8,RDV,9,9,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_3.npz,gRNA,8,RDV,12,12,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_4.npz,gRNA,8,RDV,67,4,1,63,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_5.npz,gRNA,8,RDV,619,66,11,50.27272727272727,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_6.npz,gRNA,8,RDV,7,7,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_7.npz,gRNA,8,RDV,53,14,1,39,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_8.npz,gRNA,8,RDV,54,7,1,47,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_9.npz,gRNA,8,RDV,340,56,6,47.333333333333336,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_0.npz,ORFN,8,RDV,19,10,1,9,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_1.npz,ORFN,8,RDV,2,2,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_10.npz,ORFN,8,RDV,148,23,2,62.5,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_11.npz,ORFN,8,RDV,137,19,2,59,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_12.npz,ORFN,8,RDV,87,14,1,73,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_13.npz,ORFN,8,RDV,14,14,1,0,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_14.npz,ORFN,8,RDV,155,15,2,70,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_15.npz,ORFN,8,RDV,355,24,4,82.75,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_16.npz,ORFN,8,RDV,717,60,9,73,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_17.npz,ORFN,8,RDV,88,17,1,71,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_18.npz,ORFN,8,RDV,536,40,6,82.66666666666667,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_19.npz,ORFN,8,RDV,99,24,2,37.5,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_2.npz,ORFN,8,RDV,7,7,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_20.npz,ORFN,8,RDV,161,16,3,48.333333333333336,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_21.npz,ORFN,8,RDV,91,23,1,68,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_22.npz,ORFN,8,RDV,5,5,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_23.npz,ORFN,8,RDV,5,5,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_24.npz,ORFN,8,RDV,2,2,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_25.npz,ORFN,8,RDV,2,2,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_26.npz,ORFN,8,RDV,29,27,1,2,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_27.npz,ORFN,8,RDV,290,17,3,91,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_28.npz,ORFN,8,RDV,5,5,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_3.npz,ORFN,8,RDV,9,9,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_4.npz,ORFN,8,RDV,74,12,1,62,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_5.npz,ORFN,8,RDV,1350,409,20,47.05,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_6.npz,ORFN,8,RDV,12,12,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_7.npz,ORFN,8,RDV,428,30,6,66.33333333333333,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_8.npz,ORFN,8,RDV,5,5,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00019__results_cell_9.npz,ORFN,8,RDV,316,62,5,50.8,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_0.npz,gRNA,8,RDV,143,39,4,26,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_1.npz,gRNA,8,RDV,49,7,1,42,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_10.npz,gRNA,8,RDV,46,18,1,28,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_11.npz,gRNA,8,RDV,93,38,2,27.5,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_12.npz,gRNA,8,RDV,109,47,1,62,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_2.npz,gRNA,8,RDV,1054,193,22,39.13636363636363,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_3.npz,gRNA,8,RDV,42,26,1,16,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_4.npz,gRNA,8,RDV,16,16,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_5.npz,gRNA,8,RDV,147,68,7,11.285714285714286,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_6.npz,gRNA,8,RDV,149,31,3,39.333333333333336,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_7.npz,gRNA,8,RDV,73,13,1,60,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_8.npz,gRNA,8,RDV,111,37,4,18.5,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_9.npz,gRNA,8,RDV,375,65,9,34.44444444444444,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_0.npz,ORFN,8,RDV,157,28,2,64.5,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_1.npz,ORFN,8,RDV,115,14,1,101,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_10.npz,ORFN,8,RDV,100,11,1,89,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_11.npz,ORFN,8,RDV,437,66,7,53,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_12.npz,ORFN,8,RDV,444,126,6,53,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_2.npz,ORFN,8,RDV,1721,625,20,54.8,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_3.npz,ORFN,8,RDV,1006,208,11,72.54545454545455,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_4.npz,ORFN,8,RDV,11,11,0,NA,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_5.npz,ORFN,8,RDV,1789,481,25,52.32,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_6.npz,ORFN,8,RDV,417,41,5,75.2,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_7.npz,ORFN,8,RDV,582,62,5,104,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_8.npz,ORFN,8,RDV,242,52,4,47.5,R4
CoV-FISH-01C_R1_08h_RDV_00020__results_cell_9.npz,ORFN,8,RDV,449,49,5,80,R4
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_0.npz,ORFN,8,Untreated,2355,107,2,1124,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_1.npz,ORFN,8,Untreated,4,4,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_10.npz,ORFN,8,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_11.npz,ORFN,8,Untreated,10170,214,29,343.3103448275862,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_12.npz,ORFN,8,Untreated,23004,337,52,435.90384615384613,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_13.npz,ORFN,8,Untreated,15763,201,17,915.4117647058823,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_14.npz,ORFN,8,Untreated,10,10,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_15.npz,ORFN,8,Untreated,118917,1671,156,751.5769230769231,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_16.npz,ORFN,8,Untreated,143482,2638,363,388,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_17.npz,ORFN,8,Untreated,60736,511,69,872.8260869565217,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_18.npz,ORFN,8,Untreated,8283,116,8,1020.875,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_19.npz,ORFN,8,Untreated,40354,362,35,1142.6285714285714,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_2.npz,ORFN,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_20.npz,ORFN,8,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_21.npz,ORFN,8,Untreated,8802,74,8,1091,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_22.npz,ORFN,8,Untreated,366788,6724,432,833.4814814814815,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_23.npz,ORFN,8,Untreated,39188,718,51,754.3137254901961,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_24.npz,ORFN,8,Untreated,3991,61,3,1310,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_25.npz,ORFN,8,Untreated,5189,25,4,1291,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_26.npz,ORFN,8,Untreated,3,3,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_27.npz,ORFN,8,Untreated,21617,293,19,1122.3157894736842,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_28.npz,ORFN,8,Untreated,10605,107,8,1312.25,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_29.npz,ORFN,8,Untreated,5016,101,6,819.1666666666666,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_3.npz,ORFN,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_30.npz,ORFN,8,Untreated,12,12,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_31.npz,ORFN,8,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_32.npz,ORFN,8,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_33.npz,ORFN,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_4.npz,ORFN,8,Untreated,2,2,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_5.npz,ORFN,8,Untreated,5,5,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_6.npz,ORFN,8,Untreated,1225,8,1,1217,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_7.npz,ORFN,8,Untreated,2371,41,5,466,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_8.npz,ORFN,8,Untreated,5208,329,37,131.86486486486487,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_9.npz,ORFN,8,Untreated,45,45,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_0.npz,gRNA,8,Untreated,79,79,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_1.npz,gRNA,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_10.npz,gRNA,8,Untreated,14,14,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_11.npz,gRNA,8,Untreated,2487,126,12,196.75,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_12.npz,gRNA,8,Untreated,2342,123,8,277.375,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_13.npz,gRNA,8,Untreated,35,35,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_14.npz,gRNA,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_15.npz,gRNA,8,Untreated,17425,417,49,347.1020408163265,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_16.npz,gRNA,8,Untreated,36410,1938,207,166.53140096618358,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_17.npz,gRNA,8,Untreated,1668,63,3,535,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_18.npz,gRNA,8,Untreated,1455,29,3,475.3333333333333,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_19.npz,gRNA,8,Untreated,1105,88,2,508.5,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_2.npz,gRNA,8,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_20.npz,gRNA,8,Untreated,322,20,1,302,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_21.npz,gRNA,8,Untreated,26,26,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_22.npz,gRNA,8,Untreated,89166,2334,244,355.8688524590164,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_23.npz,gRNA,8,Untreated,1235,106,3,376.3333333333333,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_24.npz,gRNA,8,Untreated,28,28,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_25.npz,gRNA,8,Untreated,10,10,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_26.npz,gRNA,8,Untreated,10,10,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_27.npz,gRNA,8,Untreated,145,145,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_28.npz,gRNA,8,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_29.npz,gRNA,8,Untreated,1124,45,4,269.75,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_3.npz,gRNA,8,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_30.npz,gRNA,8,Untreated,544,21,1,523,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_31.npz,gRNA,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_32.npz,gRNA,8,Untreated,2300,42,4,564.5,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_33.npz,gRNA,8,Untreated,1,1,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_4.npz,gRNA,8,Untreated,3,3,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_5.npz,gRNA,8,Untreated,6,6,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_6.npz,gRNA,8,Untreated,2,2,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_7.npz,gRNA,8,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_8.npz,gRNA,8,Untreated,6070,273,18,322.05555555555554,R5
CoV-FISH-01C_R2_08h_INF_00001_cleared__results_cell_9.npz,gRNA,8,Untreated,33,33,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_0.npz,ORFN,8,Untreated,183,183,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_1.npz,ORFN,8,Untreated,8,8,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_10.npz,ORFN,8,Untreated,11039,89,3,3650,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_11.npz,ORFN,8,Untreated,14,14,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_12.npz,ORFN,8,Untreated,29,29,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_13.npz,ORFN,8,Untreated,13,13,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_14.npz,ORFN,8,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_15.npz,ORFN,8,Untreated,51150,310,15,3389.3333333333335,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_2.npz,ORFN,8,Untreated,3796,7,1,3789,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_3.npz,ORFN,8,Untreated,34320,223,10,3409.7,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_4.npz,ORFN,8,Untreated,15,9,1,6,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_5.npz,ORFN,8,Untreated,7717,213,22,341.09090909090907,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_6.npz,ORFN,8,Untreated,72,72,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_7.npz,ORFN,8,Untreated,14926,258,4,3667,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_8.npz,ORFN,8,Untreated,25,25,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_9.npz,ORFN,8,Untreated,46203,548,23,1985,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_0.npz,gRNA,8,Untreated,206,206,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_1.npz,gRNA,8,Untreated,2,2,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_10.npz,gRNA,8,Untreated,88,56,1,32,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_11.npz,gRNA,8,Untreated,11,11,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_12.npz,gRNA,8,Untreated,3623,35,3,1196,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_13.npz,gRNA,8,Untreated,18,18,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_14.npz,gRNA,8,Untreated,0,0,0,NA,R5
CoV-FISH-01C_R2_08h_INF_00002_cleared__results_cell_15.npz,gRNA,8,Untreated,14701,115,8,1823.25,R5
