,file_name,ch,strain,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite
3354,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_13.npz,ORFN,Victoria,6,Untreated,45,23,1,22.0
3355,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,9,9,0,
3356,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,2,2,0,
3357,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,5,5,0,
3358,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,3,3,0,
3359,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,31,25,1,6.0
3360,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,6,6,0,
3361,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,8,8,0,
3362,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,9,9,0,
3363,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_9.npz,ORFN,Victoria,6,Untreated,6,6,0,
3364,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,1,1,0,
3365,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_10.npz,gRNA,Victoria,6,Untreated,0,0,0,
3366,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_11.npz,gRNA,Victoria,6,Untreated,2,2,0,
3367,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_12.npz,gRNA,Victoria,6,Untreated,1,1,0,
3368,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_13.npz,gRNA,Victoria,6,Untreated,26,13,1,13.0
3369,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3370,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,1,1,0,
3371,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3372,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3373,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,2,2,0,
3374,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,0,0,0,
3375,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,1,1,0,
3376,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,1,1,0,
3377,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch4_results_cell_9.npz,gRNA,Victoria,6,Untreated,0,0,0,
3378,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,26,26,0,
3379,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,470,335,12,11.25
3380,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,11,11,0,
3381,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,1,1,0,
3382,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,0,0,0,
3383,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,0,0,0,
3384,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,118,82,2,18.0
3385,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,1,1,0,
3386,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3387,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,21,17,1,4.0
3388,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3389,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3390,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3391,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3392,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,25,16,1,9.0
3393,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,0,0,0,
3394,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,1075,910,25,6.6
3395,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,175,106,8,8.625
3396,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,9,9,0,
3397,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,29,29,0,
3398,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,47,43,1,4.0
3399,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,13,13,0,
3400,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,25,13,2,6.0
3401,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,2,2,0,
3402,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3403,CoV-FISH-10_Vero_6h_Vic_INF_R1_00003_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,1,1,0,
3404,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,14,14,0,
3405,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,44,44,0,
3406,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,88,62,4,6.5
3407,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,46,31,3,5.0
3408,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,847,764,7,11.857142857142858
3409,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,11,11,0,
3410,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,11,11,0,
3411,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,1,1,0,
3412,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,3,3,0,
3413,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,2,2,0,
3414,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,2,2,0,
3415,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,23,23,0,
3416,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3417,CoV-FISH-10_Vero_6h_Vic_INF_R1_00004_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,0,0,0,
3418,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,75,66,2,4.5
3419,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,513,447,13,5.076923076923077
3420,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,59,52,1,7.0
3421,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,4,4,0,
3422,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,197,193,1,4.0
3423,CoV-FISH-10_Vero_6h_Vic_INF_R1_00005_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,7,7,0,
3424,CoV-FISH-10_Vero_6h_Vic_INF_R1_00006_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,176,146,6,5.0
3425,CoV-FISH-10_Vero_6h_Vic_INF_R1_00006_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,32,32,0,
3426,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,3,3,0,
3427,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,4,4,0,
3428,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,6,6,0,
3429,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3430,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3431,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3432,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,0,0,0,
3433,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,149,102,7,6.714285714285714
3434,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,2,2,0,
3435,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,1,1,0,
3436,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3437,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,3,3,0,
3438,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3439,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3440,CoV-FISH-10_Vero_6h_Vic_INF_R1_00010_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,1,1,0,
3441,CoV-FISH-10_Vero_6h_Vic_INF_R1_00010_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,9,5,1,4.0
3442,CoV-FISH-10_Vero_6h_Vic_INF_R1_00010_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3443,CoV-FISH-10_Vero_6h_Vic_INF_R1_00010_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3444,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,5,5,0,
3445,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,3,3,0,
3446,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,21,21,0,
3447,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,187,126,7,8.714285714285714
3448,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,5,5,0,
3449,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3450,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3451,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3452,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,5,5,0,
3453,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3454,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,9,9,0,
3455,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,15,15,0,
3456,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,2,2,0,
3457,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,123,90,3,11.0
3458,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,251,157,8,11.75
3459,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,8,8,0,
3460,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,29,20,2,4.5
3461,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,13,13,0,
3462,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,10,10,0,
3463,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3464,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3465,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3466,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,21,14,1,7.0
3467,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,40,28,1,12.0
3468,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3469,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,6,6,0,
3470,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,0,0,0,
3471,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,0,0,0,
3472,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,0,0,0,
3473,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,6,6,0,
3474,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,2,2,0,
3475,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,0,0,0,
3476,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,2,2,0,
3477,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,4,4,0,
3478,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,31,25,1,6.0
3479,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3480,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3481,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3482,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3483,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3484,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3485,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,4,4,0,
3486,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,51,28,1,23.0
3487,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,9,9,0,
3488,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,48,48,0,
3489,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,10,10,0,
3490,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,1,1,0,
3491,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,2,2,0,
3492,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,14,14,0,
3493,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,16,8,1,8.0
3494,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3495,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,2,2,0,
3496,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,1,1,0,
3497,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3498,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3499,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,0,0,0,
3500,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,4,4,0,
3501,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,246,199,4,11.75
3502,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,27,16,2,5.5
3503,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,18,18,0,
3504,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,48,44,1,4.0
3505,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3506,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,5,5,0,
3507,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,4,4,0,
3508,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,1,1,0,
3509,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,2,2,0,
3510,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,45,31,3,4.666666666666667
3511,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,271,195,12,6.333333333333333
3512,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,11,11,0,
3513,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,34,34,0,
3514,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,526,413,14,8.071428571428571
3515,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,30,30,0,
3516,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,4,4,0,
3517,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,36,32,1,4.0
3518,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,1,1,0,
3519,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,1,1,0,
3520,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,4,4,0,
3521,CoV-FISH-10_Vero_6h_Vic_INF_R1_00016_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,3,3,0,
3522,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,2,2,0,
3523,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_10.npz,ORFN,Victoria,6,Untreated,170,131,6,6.5
3524,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,9,9,0,
3525,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,11,11,0,
3526,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,5,5,0,
3527,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,8,8,0,
3528,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,7,7,0,
3529,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,2,2,0,
3530,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,7,7,0,
3531,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,9,9,0,
3532,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_9.npz,ORFN,Victoria,6,Untreated,3,3,0,
3533,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,1,1,0,
3534,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_10.npz,gRNA,Victoria,6,Untreated,7,7,0,
3535,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,1,1,0,
3536,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3537,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3538,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,1,1,0,
3539,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3540,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,0,0,0,
3541,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,0,0,0,
3542,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,0,0,0,
3543,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_9.npz,gRNA,Victoria,6,Untreated,0,0,0,
3544,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,2,2,0,
3545,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,9,9,0,
3546,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,17,12,1,5.0
3547,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,2,2,0,
